GMST|0x6de1c|fCombatTeammateFollowRadiusMult|
STAT|0x10107c9|NVDLC01SierraMadreExt|
STAT|0x10106b3|NVDLC01VaultPoster03|
STAT|0x1010588|1stPersonSpaceAgeKnifeHeated|
STAT|0x10104d0|NVDLC01TSKitRubl04|
STAT|0x10104cf|NVDLC01TSKitRubl03|
STAT|0x10104ce|NVDLC01TSKitRubl02|
STAT|0x10104cd|NVDLC01TSKitRubl01|
STAT|0x10104cc|NVDLC01TSKitRubl05|
STAT|0x1010317|NVDLC01VaultPlatformBeam|
STAT|0x1010316|NVDLC01VaultPlatform|
STAT|0x1010315|NVDLC01Window01|
STAT|0x10102c6|NVDLC01LobbyMosaic|
STAT|0x10102af|NVDLC01SMRestaurantKitchenCounter01|
STAT|0x10102ae|NVDLC01SMRestaurantKitchenCeilingLightsCorner|
STAT|0x10102ad|NVDLC01SMRestaurantKitchenCeilingLights|
STAT|0x1010083|NVDLC01TheaterSignDean|
STAT|0x100ffb5|NVDLC01SMRestaurantKitchenRmCorOut01|
STAT|0x100ffb4|NVDLC01SMRestaurantKitchenRmWallExSm01|
STAT|0x100ffb3|NVDLC01SMRestaurantKitchenRmCorInExSmR01|
STAT|0x100ffb2|NVDLC01SMRestaurantKitchenRmCorInExSmL01|
STAT|0x100ffb1|NVDLC01SMRestaurantKitchenRmWall01|
STAT|0x100ffb0|NVDLC01SMRestaurantKitchenRmCorIn01|
STAT|0x100ffaf|NVDLC01VeraPartiturStatic|
STAT|0x100ffa8|NVDLC01TSKitIntCorIn02|
STAT|0x100ffa4|NVDLC01TSKitDoor02Static|
STAT|0x100ffa3|NVDLC01TSKitFlatDoorway03|
STAT|0x100ffa2|NVDLC01TSKitFlatDoorway02|
STAT|0x100ffa1|NVDLC01TSKitFlatDoorway01|
STAT|0x100ffa0|NVDLC01TSKitArchDoorway03|
STAT|0x100ff9f|NVDLC01TSKitArchDoorway02|
STAT|0x100ff9e|NVDLC01TSKitArchDoorway01|
STAT|0x100ff6e|NVDLC01BkstgeRmCorIn04|
STAT|0x100ff6d|NVDLC01BkstgeRmCorInExSmL01|
STAT|0x100ff6c|NVDLC01BkstgeRmWallExSm01|
STAT|0x100ff6b|NVDLC01BkstgeRmWall02|
STAT|0x100ff6a|NVDLC01BkstgeRmCorIn05|
STAT|0x100fe7f|NVDLC01SnowGlobeSTATIC|
STAT|0x100fde8|NVDLC01TheaterDeskEndL01|
STAT|0x100fde7|NVDLC01TheaterDeskEndR01|
STAT|0x100fde6|NVDLC01TheaterDesk|
STAT|0x100fde5|NVDLC01TheaterPhoto02|
STAT|0x100fde4|NVDLC01TheaterPhoto01|
STAT|0x100fde3|NVDLC01TheaterPoster08|
STAT|0x100fde2|NVDLC01TheaterPoster07|
STAT|0x100fde1|NVDLC01TheaterPoster06|
STAT|0x100fde0|NVDLC01TheaterPoster05|
STAT|0x100fddf|NVDLC01TheaterPoster04|
STAT|0x100fdde|NVDLC01TheaterPoster03|
STAT|0x100fddd|NVDLC01TheaterPoster02|
STAT|0x100fddc|NVDLC01TheaterPoster01|
STAT|0x100fddb|NVDLC01TheaterSign|
STAT|0x100fdda|NVDLC01ClothingRack|
STAT|0x100fd8b|NVDLC01SofaStatic|
STAT|0x100fd8a|NVDLC01ChairStatic|
STAT|0x100fca0|NVDLC01SMRestaurantRmCorEndExSm02|
STAT|0x100fc9f|NVDLC01SMRestaurantRmWallExFrame|
STAT|0x100fc9e|NVDLC01SMRestaurantRmCorEndExSm|
STAT|0x100fc9d|NVDLC01SMRestaurantRmWallExSm01|
STAT|0x100fc9c|NVDLC01SMRestaurantRmCorInExSmL01|
STAT|0x100fc9b|NVDLC01SMRestaurantRmCorInExSmR01|
STAT|0x100fc9a|NVDLC01SMRestaurantRmCorIn01|
STAT|0x100fc99|NVDLC01SMRestaurantRm2xWallCornerIn01|
STAT|0x100fc98|NVDLC01SMRestaurantRm2xCorInExSmR01|
STAT|0x100fc97|NVDLC01SMRestaurantRm2xCorInExSmL01|
STAT|0x100fc96|NVDLC01SMRestaurantRm2xWallExBig01|
STAT|0x100fc95|NVDLC01VaultPoster02|
STAT|0x100fc92|NVDLC01VaultPoster01|
STAT|0x100fb15|NVDLC01TSKitArchColumn|
STAT|0x100fb14|NVDLC01TSKitFlatColumn|
STAT|0x100fb13|NVDLC01TSKitIntWallOnly02|
STAT|0x100fb12|NVDLC01TSKitIntWallOnly01b|
STAT|0x100f3a1|NVDLC01StairsVilla01|
STAT|0x100f3a0|NVDLC01StairsVillaR|
STAT|0x100f39f|NVDLC01StairsVillaL|
STAT|0x100f310|NVDLC01TheaterStageCurtain03|
STAT|0x100f30d|NVDLC01TheaterStageCurtain02|
STAT|0x100f30b|NVDLC01TheaterStageCurtain01|
STAT|0x100f2dc|NVDLC01WallFountain|
STAT|0x100f22d|NVDLC01TheaterStage02|
STAT|0x100f22c|NVDLC01TheaterStage01|
STAT|0x100f18e|NVDLC01SuitesRmColumn|
STAT|0x100f18d|NVDLC01CasLoColumnDecorationOnly|
STAT|0x100f18c|NVDLC01SuitesRmMid02|
STAT|0x100f18b|NVDLC01SuitesRmWindowcMid02|
STAT|0x100efca|NVDLC01utlRmFan|
STAT|0x100ea12|NVDLC01IndRmBgWallSideExSm02|
STAT|0x100ea11|NVDLC01IndRmBgWallSideExSm01|
STAT|0x100ea10|NVDLC01IndRmBgWallFrontExSm01|
STAT|0x100ea0f|NVDLC01FXLightBeamsFloor|
STAT|0x100e9cf|NVDLC01hand|
STAT|0x100e9ce|NVDLC01smile09|
STAT|0x100e9cd|NVDLC01smile08|
STAT|0x100e9cc|NVDLC01smile07|
STAT|0x100e9cb|NVDLC01smile06|
STAT|0x100e9ca|NVDLC01smile05|
STAT|0x100e9c9|NVDLC01smile04|
STAT|0x100e9c8|NVDLC01smile03|
STAT|0x100e9c7|NVDLC01smile02|
STAT|0x100e9c6|NVDLC01smile01|
STAT|0x100e9c5|NVDLC01gtsm13|
STAT|0x100e9c4|NVDLC01gtsm12|
STAT|0x100e9c3|NVDLC01gtsm11|
STAT|0x100e9c2|NVDLC01gtsm10|
STAT|0x100e9c1|NVDLC01gtsm09|
STAT|0x100e9c0|NVDLC01gtsm08|
STAT|0x100e9bf|NVDLC01gtsm07|
STAT|0x100e9be|NVDLC01gtsm06|
STAT|0x100e9bd|NVDLC01gtsm05|
STAT|0x100e9bc|NVDLC01gtsm04|
STAT|0x100e9bb|NVDLC01gtsm03|
STAT|0x100e9ba|NVDLC01gtsm02|
STAT|0x100e9b9|NVDLC01gtsm01|
STAT|0x100e9b8|NVDLC01god08|
STAT|0x100e9b7|NVDLC01god07|
STAT|0x100e9b6|NVDLC01god06|
STAT|0x100e9b5|NVDLC01god05|
STAT|0x100e9b4|NVDLC01god04|
STAT|0x100e9b3|NVDLC01god03|
STAT|0x100e9b2|NVDLC01god02|
STAT|0x100e9b1|NVDLC01god01|
STAT|0x100e9b0|NVDLC01wahd16|
STAT|0x100e9af|NVDLC01wahd15|
STAT|0x100e9ae|NVDLC01wahd14|
STAT|0x100e9ad|NVDLC01wahd13|
STAT|0x100e9ac|NVDLC01wahd12|
STAT|0x100e9ab|NVDLC01wahd11|
STAT|0x100e9aa|NVDLC01wahd10|
STAT|0x100e9a9|NVDLC01wahd09|
STAT|0x100e9a8|NVDLC01wahd08|
STAT|0x100e9a7|NVDLC01wahd07|
STAT|0x100e9a6|NVDLC01wahd06|
STAT|0x100e9a5|NVDLC01wahd05|
STAT|0x100e9a4|NVDLC01wahd04|
STAT|0x100e9a3|NVDLC01wahd03|
STAT|0x100e9a2|NVDLC01wahd02|
STAT|0x100e9a1|NVDLC01wahd01|
STAT|0x100e9a0|NVDLC01smile12|
STAT|0x100e99f|NVDLC01smile11|
STAT|0x100e99e|NVDLC01smile10|
STAT|0x100e99d|NVDLC01bhg07|
STAT|0x100e99c|NVDLC01bhg06|
STAT|0x100e99b|NVDLC01bhg05|
STAT|0x100e99a|NVDLC01bhg04|
STAT|0x100e999|NVDLC01bhg03|
STAT|0x100e998|NVDLC01bhg02|
STAT|0x100e997|NVDLC01bhg01|
STAT|0x100e89b|NVDLC01CasLobbyMasterStaircase|
STAT|0x100e87a|NVDLC01DeskArtDeco|
STAT|0x100e7a1|NVDLC01DecoRug04|
STAT|0x100e7a0|NVDLC01DecoRug03|
STAT|0x100e79f|NVDLC01DecoRug02|
STAT|0x100e79e|NVDLC01DecoRug01|
STAT|0x100e721|NVDLC01CounterCap01|
STAT|0x100e720|NVDLC01CounterCap02|
STAT|0x100e71f|NVDLC01CounterMid|
STAT|0x100e60f|NVDLC01dinerbooth02Static|
STAT|0x100e60e|NVDLC01dinerbooth03Static|
STAT|0x100e448|NVDLC01ToxicCloudS512|
STAT|0x100e447|NVDLC01ToxicCloudS1024|
STAT|0x100e3e3|NVDLC01ToxicCloudS256|
STAT|0x100e3dd|NVDLC01VaultWall01|
STAT|0x100e268|NVDLC01SuitesHallSm1Way01Half|
STAT|0x100e267|NVDLC01SuitesHallSmEndEx01|
STAT|0x100e1bb|NVDLC01IndPodWallEx01|
STAT|0x100e1ba|NVDLC01IndRmBgWallFront01Hole|
STAT|0x100e1b9|NVDLC01IndPodWall01Win|
STAT|0x100dfae|NVDLC01TSKitBalcony4501b|
STAT|0x100dfad|NVDLC01TSKitUpper4501b|
STAT|0x100dfac|NVDLC01TSKitFlat4501b|
STAT|0x100dfab|NVDLC01TSKitFlat90b|
STAT|0x100dfaa|NVDLC01TSKitBalcony4502b|
STAT|0x100dfa9|NVDLC01TSKitFlat4502b|
STAT|0x100dfa8|NVDLC01TSKitUpper4502b|
STAT|0x100dc6c|NVDLC01nightstand|
STAT|0x100dc6b|NVDLC01dresser|
STAT|0x100d9d8|NVDLC01LoudSpeakers|
STAT|0x100d9d5|NVDLC01TSKitDoor01Static|
STAT|0x100d9d4|NVDLC01TSKitGate01Static|
STAT|0x100d996|NVDLC01VaultTransformer|
STAT|0x100d958|NVDLC01LobbyFountain|
STAT|0x100d825|NVDLC01VaultAccent02|
STAT|0x100d824|NVDLC01VaultAccent01|
STAT|0x100d823|NVDLC01VaultCenterTop|
STAT|0x100d6ee|NVDLC01SMSign|
STAT|0x100d6ed|NVDLC01FWSpinLarge01|
STAT|0x100d6ec|NVDLC01FWSpinSmall01|
STAT|0x100d5ab|NVDLC01TSKitGate02Static|
STAT|0x100d5aa|NVDLC01TSKitArchGate02|
STAT|0x100d50c|NVDLC01SuitesLetGoGraffiti|
STAT|0x100cde4|NVDLC01VillaFountain|
STAT|0x100caec|NVDLC01SuitesRmWindowcMid01|
STAT|0x100c858|NVDLC01VaultCenter01|
STAT|0x100c857|NVDLC01VaultRadioTower03Debris01|
STAT|0x100c856|NVDLC01VaultRadioTower01|
STAT|0x100c6fc|NVDLC01signPolice|
STAT|0x100c6fb|NVDLC01signClinic|
STAT|0x100c681|NVDLC01TSKitIntBellTower|
STAT|0x100c680|NVDLC01TSKitLadderStatic|
STAT|0x100c5d6|NVDLC01TSKitBellTower01|
STAT|0x100c5d5|NVDLC01TSKitBellTower02|
STAT|0x100c5d4|NVDLC01TSKitRoofBroken|
STAT|0x100c4ae|NVDLC01BkstgeCasLoStageCorIn02|
STAT|0x100c4ad|NVDLC01BkstgeScaffolding02|
STAT|0x100c4ac|NVDLC01BkstgeScaffolding01|
STAT|0x100c4ab|NVDLC01BkstgeScaffoldingTurn01|
STAT|0x100c4aa|NVDLC01BkstgeCasLoStageCorIn01|
STAT|0x100c4a9|NVDLC01BkstgeHallSmEndExSm02|
STAT|0x100c4a8|NVDLC01BkstgeHallSm2Ex|
STAT|0x100c4a7|NVDLC01BkstgeHallSm2Way01|
STAT|0x100c4a6|NVDLC01BkstgeHallSmStairs01|
STAT|0x100c45b|1stPersonNVDLC01GasBomb|
STAT|0x100c10a|NVDLC01RadioBroken|
STAT|0x100bfb9|NVDLC01VaultArchway|
STAT|0x100bd61|NVDLC01SuitesRublPileA02|
STAT|0x100bd60|NVDLC01SuitesRublPileA01|
STAT|0x100bd08|1stPersonSpaceAgeKnife|
STAT|0x100bb38|NVDLC01SuitesRm2xHoleWallCorIn01|
STAT|0x100bb37|NVDLC01SuitesSconceOff|
STAT|0x100bb36|NVDLC01SuitesSconceOn|
STAT|0x100bb35|NVDLC01SuitesLoArchOnly01|
STAT|0x100bb34|NVDLC01CasLoColumnSquareQuarter01|
STAT|0x100bb33|NVDLC01SuitesRmCorIn01NoCeiling01Hole|
STAT|0x100bb32|NVDLC01SuitesRmWall02Hole|
STAT|0x100bb31|NVDLC01SuitesRmCorInExSmR01Hole|
STAT|0x100bb30|NVDLC01SuitesRmCorInExSmL01Hole|
STAT|0x100bb2f|NVDLC01CasLoArchOnly01|
STAT|0x100bb2e|NVDLC01CasLoColumnSquareCorner01|
STAT|0x100bb2d|NVDLC01SuitesRugPiece03|
STAT|0x100bb2c|NVDLC01SuitesRugPiece02|
STAT|0x100bb2b|NVDLC01SuitesRugPiece01|
STAT|0x100bb2a|NVDLC01SuitesRugPieceEnd02|
STAT|0x100bb29|NVDLC01SuitesRugPieceEnd01|
STAT|0x100bb28|NVDLC01SuitesRugPiece05|
STAT|0x100bb27|NVDLC01SuitesRugPiece04|
STAT|0x100ae6a|NVDLC01ThCasLoStageCorR01|
STAT|0x100ae69|NVDLC01ThCasLoStageWall01|
STAT|0x100ae68|NVDLC01ThCasLoStageCeilingOnly|
STAT|0x100ae67|NVDLC01ThCasLoStageCorIn01|
STAT|0x100ae66|NVDLC01ThCasLoStageCorL01|
STAT|0x100aaea|NVDLC01CasLobbyRmWallExFrame|
STAT|0x100aae9|NVDLC01CasLobbyRmWallExSm01|
STAT|0x100aae8|NVDLC01CasLobbyHallCorOutDbl01|
STAT|0x100aae7|NVDLC01CasLobbyRmCorEndExSm|
STAT|0x100aae6|NVDLC01CasLobbyRmWallOnly|
STAT|0x100a9b3|NVDLC01IndRmBgMid01Floor|
STAT|0x100a9b2|NVDLC01IndRmBgMid01Ceiling|
STAT|0x100a9b1|NVDLC01IndRmBgWallFront01Ceiling|
STAT|0x100a9b0|NVDLC01IndRmBgCorOutR01Ceiling|
STAT|0x100a9af|NVDLC01IndRmBgCorInR01Ceiling|
STAT|0x100a9ae|NVDLC01ThCasLoPIt2xStairs03|
STAT|0x100a9ad|NVDLC01ThCasLoPit2xCorIn05|
STAT|0x100a9ac|NVDLC01ThCasLoPIt2xStairs01|
STAT|0x100a9ab|NVDLC01ThCasLoPit2xCorOut01|
STAT|0x100a9aa|NVDLC01ThCasLoPit2xCorIn04|
STAT|0x100a9a9|NVDLC01ThCasLoPit2xCorOut02|
STAT|0x100a9a8|NVDLC01ThCasLoPit2xCorIn03|
STAT|0x100a9a7|NVDLC01ThCasLoPit2xWall01|
STAT|0x100a9a6|NVDLC01ThCasLoRm2xCorInExSmR01|
STAT|0x100a9a5|NVDLC01ThCasLoPit2xCorIn01|
STAT|0x100a9a4|NVDLC01ThCasLoPit2xCorIn02|
STAT|0x100a9a3|NVDLC01ThCasLoRm2xCorInExSmL01B|
STAT|0x100a9a2|NVDLC01ThCasLoRm2xWallCornerIn04|
STAT|0x100a9a1|NVDLC01ThCasLoRm2xWallCornerOut01|
STAT|0x100a9a0|NVDLC01ThCasLoRm2xMid01|
STAT|0x100a99f|NVDLC01ThCasLoRm2xWallCornerIn03|
STAT|0x100a99e|NVDLC01ThCasLoRm2xWallCornerIn02|
STAT|0x100a99d|NVDLC01ThCasLoRm2xWallCornerIn01|
STAT|0x100a65d|NVDLC01Lantern|
STAT|0x100a599|NVDLC01ScreenTriple|
STAT|0x100a598|NVDLC01ScreenSingle|
STAT|0x10092ee|1stPersonNVDLC01WeapHolorifle|
STAT|0x10091c3|NVDLC01SuitesHallSm1WayBrokenCeiling01|
STAT|0x1008fbe|NVDLC01ChandelierOFF|
STAT|0x1008fbd|NVDLC01ChandelierON|
STAT|0x1008ec2|NVDLC01ToxicCloudL256|
STAT|0x1008ec1|NVDLC01ToxicCloudL1024|
STAT|0x1008ec0|NVDLC01ToxicCloudL512|
STAT|0x1008ebf|NVDLC01SuitesHallSm1WayExSm02|
STAT|0x1008ebe|NVDLC01SuitesRmWallOnly02|
STAT|0x1008ebd|NVDLC01SuitesRmCorInExEnd01|
STAT|0x1008ebc|NVDLC01SuitesRmCorInEx02|
STAT|0x1008ebb|NVDLC01SuitesRmCorInEx01|
STAT|0x1008e4a|NVDLC01ThCasLoPit2xMid01|
STAT|0x1008e49|NVDLC01ThCasLoGalWall01|
STAT|0x1008e48|NVDLC01ThCasLoGalExBig02|
STAT|0x1008e47|NVDLC01ThCasLoRmWallExSm06|
STAT|0x1008e46|NVDLC01ThCasLoRm2xWall01|
STAT|0x1008e45|NVDLC01ThCasLoStageWallTop01|
STAT|0x1008e44|NVDLC01ThCasLoRm2xWall02|
STAT|0x1008e43|NVDLC01ThCasLoRmWallDouble02|
STAT|0x1008e42|NVDLC01ThCasLoHallSmStairs02|
STAT|0x1008e41|NVDLC01ThCasLoRmWallExSm05|
STAT|0x1008e40|NVDLC01ThCasLoRmWallExSm03|
STAT|0x1008e3f|NVDLC01ThCasLoRmCorIn04|
STAT|0x1008e3e|NVDLC01ThCasLoRmWallExSm02|
STAT|0x1008e3d|NVDLC01ThCasLoRmCorIn03|
STAT|0x1008e3c|NVDLC01ThCasLoRmCorOut03|
STAT|0x1008e3b|NVDLC01ThCasLoRmWallDouble01|
STAT|0x1008e3a|NVDLC01ThCasLoRmCorOut02|
STAT|0x1008e39|NVDLC01ThCasLoRmWallExBigHalfFrame|
STAT|0x1008e38|NVDLC01ThCasLoRmWallExSm01|
STAT|0x1008e37|NVDLC01ThCasLoRmWallExSm04|
STAT|0x1008e36|NVDLC01ThCasLoRmCorIn02|
STAT|0x1008e35|NVDLC01ThCasLoRmCorOut01|
STAT|0x1008e34|NVDLC01ThCasLoRmMid01|
STAT|0x1008e33|NVDLC01ThCasLoRmCorIn01|
STAT|0x1008e32|NVDLC01ThCasLoRmWall02|
STAT|0x1008e31|NVDLC01ThCasLoRmWall01|
STAT|0x1008c77|NVDLC01SuitesHallSm1WayExBig01|
STAT|0x1008c76|NVDLC01SuitesRmWallExBig01|
STAT|0x1008c75|NVDLC01SuitesHallSmEndExSmR01|
STAT|0x1008c74|NVDLC01SuitesHallSmEndExSmL01|
STAT|0x1008c73|NVDLC01SuitesHallSmEnd01|
STAT|0x1008c72|NVDLC01SuitesHallSm4Way01|
STAT|0x1008c71|NVDLC01SuitesHallSm3Way01|
STAT|0x1008c70|NVDLC01SuitesHallSm2WayExSmR01|
STAT|0x1008c6f|NVDLC01SuitesHallSm2WayExSmL01|
STAT|0x1008c6e|NVDLC01SuitesHallSm2Way01|
STAT|0x1008c6d|NVDLC01SuitesHallSm1WayExSm01|
STAT|0x1008c6c|NVDLC01SuitesHallSm1Way01|
STAT|0x1008c6b|NVDLC01SuitesRmWallONLY01|
STAT|0x1008c6a|NVDLC01SuitesRmWallHole02|
STAT|0x1008c69|NVDLC01SuitesRmFloorHolePlatform03|
STAT|0x1008c68|NVDLC01SuitesRmFloorHolePlatform02|
STAT|0x1008c67|NVDLC01SuitesRmFloorHole02|
STAT|0x1008c66|NVDLC01SuitesRmFloorHole01|
STAT|0x1008c65|NVDLC01SuitesRmFloor01|
STAT|0x1008c64|NVDLC01SuitesRmCorIn05|
STAT|0x1008c63|NVDLC01SuitesRmCorIn01NoCeiling01|
STAT|0x1008c62|NVDLC01SuitesRm2xHoleWallStraight01NoFloor|
STAT|0x1008c61|NVDLC01SuitesRmWall02|
STAT|0x1008c60|NVDLC01SuitesRmMid01|
STAT|0x1008c5f|NVDLC01SuitesRmWallExSm01NoCeiling|
STAT|0x1008c5e|NVDLC01SuitesRmWallExSm01|
STAT|0x1008c5d|NVDLC01SuitesRmCorInExSmR01|
STAT|0x1008c5c|NVDLC01SuitesRmWall01|
STAT|0x1008c5b|NVDLC01SuitesRmCorIn01|
STAT|0x1008c5a|NVDLC01SuitesRmCorInExSmL01|
STAT|0x1008c59|NVDLC01SMRestaurantRm2xWall01|
STAT|0x10076b5|NVDLC01FogWall01|
STAT|0x1006a51|NVDLC01HoloRifleShellTEST|
STAT|0x1006a50|NVDLC01FWLarge01|
STAT|0x1006a4f|NVDLC01FWComet01|
STAT|0x10069e6|NVDLC01CasLobbyGalCorIn02|
STAT|0x10069e5|NVDLC01CasLobbyGalExBig02|
STAT|0x10069e4|NVDLC01CasLobbyGalRailingOnly|
STAT|0x10069e3|NVDLC01CasLobbyGalStairsSideR02|
STAT|0x10069e2|NVDLC01CasLobbyGalWall01|
STAT|0x10069e1|NVDLC01CasLobbyGalWallNoCeiling|
STAT|0x10069e0|NVDLC01CasLobbyHallSm1Way01|
STAT|0x10069df|NVDLC01CasLobbyPit2xCorOut01|
STAT|0x10069de|NVDLC01CasLobbyPIt2xStairs02L|
STAT|0x10069dd|NVDLC01CasLobbyPIt2xStairs02R|
STAT|0x10069dc|NVDLC01CasLobbyPit2xWall01|
STAT|0x10069db|NVDLC01CasLobbyRm2xCorInExSmL04|
STAT|0x10069da|NVDLC01CasLobbyRm2xCorInExSmR01|
STAT|0x10069d9|NVDLC01CasLobbyRm2xMid01|
STAT|0x10069d8|NVDLC01CasLobbyRm2xWall01|
STAT|0x10069d7|NVDLC01CasLobbyRm2xWall07|
STAT|0x10069d6|NVDLC01CasLobbyRm2xWallCornerIn01|
STAT|0x10069d5|NVDLC01CasLobbyRm2xWallCornerOut01|
STAT|0x10069d4|NVDLC01CasLobbyRm2xWallExBig01|
STAT|0x10069d3|NVDLC01CasLobbyRm2xWallExBig02|
STAT|0x10069d2|NVDLC01CasLobbyRmCorIn01|
STAT|0x10069d1|NVDLC01CasLobbyRmCorInExSmL01|
STAT|0x10069d0|NVDLC01CasLobbyRmCorInExSmR01|
STAT|0x10069cf|NVDLC01CasLobbyRmCorOut01|
STAT|0x10069ce|NVDLC01CasLobbyRmCorOutDbl01|
STAT|0x10069cd|NVDLC01CasLobbyRmMid01|
STAT|0x10069cc|NVDLC01CasLobbyRmWall01|
STAT|0x10069cb|NVDLC01CasLobbyRmWall02|
STAT|0x10069ca|NVDLC01CasLobbyRmWallExBig01|
STAT|0x10069aa|NVDLC011stPersonThrowingKnifeSpear|
STAT|0x100607d|NVDLC01SconceOFF|
STAT|0x100607c|NVDLC01SconceON|
STAT|0x1005aa7|NVDLC01TSKitIntWallOnly01|
STAT|0x1004f15|NVDLC01RugPieceEnd02|
STAT|0x1004f14|NVDLC01RugPieceEnd01|
STAT|0x1004f13|NVDLC01RugPiece05|
STAT|0x1004f12|NVDLC01RugPiece04|
STAT|0x1004f11|NVDLC01RugPiece03|
STAT|0x1004f10|NVDLC01RugPiece02|
STAT|0x1004f0f|NVDLC01RugPiece01|
STAT|0x1004b0e|NVDLC01SMRestaurantStairsHalfTurn02|
STAT|0x1004b0d|NVDLC01SMRestaurantRmMid01|
STAT|0x1004b0c|NVDLC01SMRestaurantStairsHalfTurn01|
STAT|0x1004b08|NVDLC01TSKitDoorway01|
STAT|0x10049c1|NVDLC01FogCloud01|
STAT|0x10049c0|NVDLC01FogWallFXLL|
STAT|0x10049bf|NVDLC01FogWallFXLH|
STAT|0x10049be|NVDLC01FogWallFXHL|
STAT|0x10049bd|NVDLC01FogWallFXHH|
STAT|0x10049bc|vFogTest|
STAT|0x10049bb|NVDLC01GroundFog03TipHalfViz|
STAT|0x10049ba|NVDLC01GroundFog01Tip|
STAT|0x10049b9|NVDLC01GroundFog02CornerToHalfViz|
STAT|0x10049b8|NVDLC01GroundFog02ToHalfViz|
STAT|0x10049b7|NVDLC01GroundFog03CornerHalfViz|
STAT|0x10049b6|NVDLC01GroundFog01Corner|
STAT|0x10049b5|NVDLC01GroundFog03HalfViz|
STAT|0x10049b4|NVDLC01GroundFog01|
STAT|0x100491c|NVDLC01IndRmBgCorOutR01NoTopBot|
STAT|0x100491b|NVDLC01IndRmBgCorOutR01NoTop|
STAT|0x100491a|NVDLC01IndRmBgWallSideExSm02NoTop|
STAT|0x1004919|NVDLC01IndRmBgWallSide01NoTopBot|
STAT|0x1004918|NVDLC01IndRmBgWallSide01NoTop|
STAT|0x1004917|NVDLC01IndRmBgWallFront01NoTopBot|
STAT|0x1004916|NVDLC01IndRmBgWallFront01NoTop|
STAT|0x1004915|NVDLC01IndRmBgCorInR01NoTopBot|
STAT|0x1004914|NVDLC01IndRmBgCorInR01NoTop|
STAT|0x1004913|NVDLC01IndRmBgCorInL01NoTopBot|
STAT|0x1004912|NVDLC01IndRmBgCorInL01NoTop|
STAT|0x1004910|1stPersonNVDLC01AutomaticRifle|
STAT|0x1003796|NVDLC01SMRestaurantRm2xMid01|
STAT|0x1003795|NVDLC01SMRestaurantGalWall03|
STAT|0x1003794|NVDLC01SMRestaurantSmStairsSingle01|
STAT|0x100307f|NVDLC01TSKitStairs02|
STAT|0x100307e|NVDLC01TSKitIntStairs02|
STAT|0x10020a2|NVDLC01CasLoRmArchCorner|
STAT|0x10020a1|NVDLC01CasLoRmArchFourWay|
STAT|0x10020a0|NVDLC01CasLoRmArchOneWay|
STAT|0x100209f|NVDLC01CasLoRmArchOnly|
STAT|0x100209e|NVDLC01CasLoRmArchThreeWay|
STAT|0x100209d|NVDLC01CasLoRmArchTwoWay|
STAT|0x100209c|NVDLC01CasLoRmColumn01|
STAT|0x100209b|NVDLC01CasLoRmColumn02|
STAT|0x100209a|NVDLC01CasLoRmColumn03|
STAT|0x1002099|NVDLC01CasLoRmColumn04|
STAT|0x1002098|NVDLC01CasLoRmColumn05|
STAT|0x1002097|NVDLC01CasLoRmColumn06|
STAT|0x1001e3b|NVDLC01TSKitIntCorOutUc|
STAT|0x1001e3a|NVDLC01TSKitIntCorOutUb|
STAT|0x1001e35|NVDLC01TSKitIntStairs|
STAT|0x1001af5|NVDLC01CasLoColumnRoundFull|
STAT|0x1001af4|NVDLC01CasLoColumnRoundHalf|
STAT|0x1001af3|NVDLC01CasLoColumnRound3Q|
STAT|0x1001af2|NVDLC01CasLoColumnSquareFull|
STAT|0x1001af1|NVDLC01CasLoColumnSquareHalf|
STAT|0x1001af0|NVDLC01CasLoColumnSquareHalfLong|
STAT|0x1001aef|NVDLC01CasLoColumnSquareTallFull|
STAT|0x1001aee|NVDLC01CasLoColumnSquareTallHalf|
STAT|0x1001aed|NVDLC01CasLoColumnSquareTall3Q|
STAT|0x1001aec|NVDLC01CasLoColumnRoundQ|
STAT|0x1001aeb|NVDLC01CasLoArchCornerIn|
STAT|0x1001aea|NVDLC01CasLoArchCornerIn02|
STAT|0x1001ae9|NVDLC01CasLoArchCornerIn03|
STAT|0x1001ae8|NVDLC01CasLoArchExBig|
STAT|0x1001ae7|NVDLC01CasLoArchExSmall|
STAT|0x1001ae6|NVDLC01CasLoArchL01|
STAT|0x1001ae5|NVDLC01CasLoArchR01|
STAT|0x1001ae4|NVDLC01CasLoCelingDeco|
STAT|0x1001ae3|NVDLC01CasLoCelingDecoCornerIn|
STAT|0x1001ae2|NVDLC01CasLoCelingDecoCornerOut|
STAT|0x1001ae1|NVDLC01CasLoColumnBigFull|
STAT|0x1001ae0|NVDLC01CasLoColumnBigHalf|
STAT|0x1001adf|NVDLC01CasLoColumnBigQ|
STAT|0x1001ade|NVDLC01CasLoColumnBig3Q|
STAT|0x1001add|NVDLC01CasLoColumnRoundSmall3Q|
STAT|0x1001adc|NVDLC01CasLoColumnRoundSmallQ|
STAT|0x1001adb|NVDLC01CasLoColumnRoundSmallFull|
STAT|0x1001ada|NVDLC01CasLoColumnRoundSmallHalf|
STAT|0x1001ad9|NVDLC01CasLoCurveCornerIn|
STAT|0x1001ad8|NVDLC01CasLoPlanterSmall|
STAT|0x1001ad7|NVDLC01CasLoPlanterSmall02|
